gene,cell_type,mean_expr,mean_other,log2_fold_change,p_value,cohens_d,significant
Gene_86,microglia,0.125,0.15730337078651685,-0.3316215646501236,0.7338683590908907,-0.09287832381259076,False
Gene_87,microglia,0.1875,0.19101123595505617,-0.026766970394993223,0.9746464504588006,-0.008963920846342475,False
Gene_88,microglia,0.0625,0.20224719101123595,-1.694191595124203,0.07460676369653073,-0.4214139636467653,False
Gene_89,microglia,0.0625,0.15730337078651685,-1.3316215464948595,0.2080481406752673,-0.3066538903884695,False
Gene_90,microglia,0.3125,0.23595505617977527,0.40534405282536984,0.5565584218336802,0.1722125477837847,False
Gene_91,microglia,0.25,0.1797752808988764,0.47573336109092523,0.5621782972817049,0.1715975346031736,False
Gene_92,microglia,0.125,0.16853932584269662,-0.43115723078995494,0.6486499009497763,-0.12326896387668936,False
Gene_93,microglia,0.25,0.20224719101123595,0.30580836986207355,0.6942953682040428,0.11434014801800688,False
Gene_94,microglia,0.25,0.1797752808988764,0.47573336109092523,0.5621782972817049,0.1715975346031736,False
Gene_95,microglia,0.125,0.25842696629213485,-1.0478285510901346,0.18255416649213788,-0.34392421865489486,False
Gene_96,microglia,0.1875,0.19101123595505617,-0.026766970394993223,0.9746464504588006,-0.008963920846342475,False
Gene_97,microglia,0.375,0.2696629213483146,0.4757333878408943,0.4400731919681307,0.22682794322195338,False
Gene_98,microglia,0.25,0.24719101123595505,0.016301768230379824,0.9816879787410672,0.006499332634043469,False
Gene_99,microglia,0.125,0.25842696629213485,-1.0478285510901346,0.18255416649213788,-0.34392421865489486,False
Gene_100,microglia,0.125,0.1348314606741573,-0.10922916119298103,0.9166676339522313,-0.02924508873889906,False
Gene_101,microglia,0.25,0.16853932584269662,0.5688427594840104,0.500866144003106,0.20126517445326622,False
Gene_102,microglia,0.25,0.16853932584269662,0.5688427594840104,0.500866144003106,0.20126517445326622,False
Gene_103,microglia,0.0625,0.10112359550561797,-0.6941916897999333,0.5877542975815091,-0.14127315553531009,False
Gene_104,microglia,0.1875,0.20224719101123595,-0.10922912552635619,0.8941597963245533,-0.03723711557083004,False
Gene_105,microglia,0.25,0.19101123595505617,0.3882705252095709,0.6268056842397642,0.14264441414865256,False
Gene_106,microglia,0.3125,0.16853932584269662,0.890770852426166,0.2683860766605511,0.341710569803274,False
Gene_107,microglia,0.1875,0.11235955056179775,0.738767717045703,0.4882656241441398,0.2116512167928988,False
Gene_108,microglia,0.375,0.19101123595505617,0.9732330222564474,0.17934968211983288,0.4172408306710257,False
Gene_109,microglia,0.1875,0.20224719101123595,-0.10922912552635619,0.8941597963245534,-0.03723711557083004,False
Gene_110,microglia,0.375,0.1797752808988764,1.0606958583539359,0.15471715620943033,0.4468010020943015,False
Gene_111,microglia,0.0,0.14606741573033707,-26.575424759098897,0.00020142117659123604,-0.5848976518656017,True
Gene_112,microglia,0.25,0.23595505617977527,0.08341596066129704,0.908450798197643,0.03275222372630992,False
Gene_113,microglia,0.125,0.20224719101123595,-0.6941916184666851,0.426914106675604,-0.20996113649351442,False
Gene_114,microglia,0.4375,0.12359550561797752,1.823656621735237,0.03002791538110004,0.7456885262419357,True
Gene_115,microglia,0.125,0.1348314606741573,-0.10922916119298103,0.9166676339522313,-0.02924508873889906,False
Gene_116,microglia,0.25,0.1797752808988764,0.47573336109092523,0.5621782972817049,0.1715975346031736,False
Gene_117,microglia,0.125,0.1797752808988764,-0.5242666285346379,0.5687206808350406,-0.15285363832224197,False
Gene_118,microglia,0.125,0.1348314606741573,-0.10922916119298103,0.9166676339522313,-0.02924508873889906,False
Gene_119,microglia,0.1875,0.12359550561797752,0.6012642058330179,0.5564121371683165,0.1770134911235446,False
Gene_120,microglia,0.25,0.2247191011235955,0.15380528484715336,0.8357161711382004,0.05944577482016395,False
Gene_121,microglia,0.1875,0.20224719101123595,-0.10922912552635619,0.8941597963245533,-0.03723711557083004,False
Gene_122,microglia,0.125,0.15730337078651685,-0.3316215646501236,0.7338683590908907,-0.09287832381259076,False
Gene_123,microglia,0.25,0.16853932584269662,0.5688427594840104,0.500866144003106,0.20126517445326625,False
Gene_124,microglia,0.1875,0.11235955056179775,0.738767717045703,0.4882656241441398,0.2116512167928988,False
Gene_125,microglia,0.1875,0.16853932584269662,0.15380526344717813,0.8628959825631258,0.049581822775307934,False
Gene_126,microglia,0.1875,0.1348314606741573,0.4757333343409566,0.6286515863775896,0.14361295316737652,False
Gene_127,microglia,0.125,0.20224719101123595,-0.6941916184666851,0.426914106675604,-0.20996113649351442,False
Gene_128,microglia,0.1875,0.21348314606741572,-0.1872316329087114,0.8152863715817897,-0.06493231908146108,False
Gene_129,microglia,0.125,0.21348314606741572,-0.7721941254167719,0.36559510481035695,-0.23763688954022907,False
Gene_130,microglia,0.1875,0.14606741573033707,0.3602561260163164,0.7043284141156377,0.11131609848058979,False
Gene_131,microglia,0.125,0.3146067415730337,-1.3316215006377703,0.06564516773840687,-0.47035329703991624,False
Gene_132,microglia,0.0625,0.10112359550561797,-0.6941916897999333,0.5877542975815091,-0.14127315553531009,False
Gene_133,microglia,0.125,0.15730337078651685,-0.3316215646501236,0.7338683590908907,-0.09287832381259076,False
Gene_134,microglia,0.1875,0.19101123595505617,-0.026766970394993223,0.9746464504588006,-0.008963920846342475,False
Gene_135,microglia,0.25,0.3146067415730337,-0.3316215187930339,0.602688612678697,-0.14390325988712688,False
Gene_136,microglia,0.25,0.21348314606741572,0.22780586226358443,0.7641249495251485,0.0866252889109573,False
Gene_137,microglia,0.25,0.2247191011235955,0.15380528484715336,0.8357161711382004,0.05944577482016395,False
Gene_138,microglia,0.5,0.1348314606741573,1.8907708271357773,0.014237182200310247,0.8528670966703658,True
Gene_139,microglia,0.3125,0.23595505617977527,0.40534405282536984,0.5565584218336802,0.1722125477837847,False
Gene_140,microglia,0.25,0.16853932584269662,0.5688427594840104,0.500866144003106,0.20126517445326622,False
Gene_141,microglia,0.1875,0.20224719101123595,-0.10922912552635619,0.8941597963245534,-0.03723711557083004,False
Gene_142,microglia,0.25,0.1797752808988764,0.47573336109092523,0.5621782972817049,0.1715975346031736,False
Gene_143,microglia,0.125,0.20224719101123595,-0.6941916184666851,0.426914106675604,-0.20996113649351442,False
Gene_144,microglia,0.0625,0.1348314606741573,-1.109229145631326,0.3263921700594305,-0.24435349941939152,False
Gene_145,microglia,0.1875,0.24719101123595505,-0.3987357262935136,0.5954641723038621,-0.1451070895099378,False
Gene_146,microglia,0.0625,0.23595505617977527,-1.9165839984893593,0.03133178240767309,-0.501900357196336,True
Gene_147,microglia,0.25,0.15730337078651685,0.6683784262722441,0.44324203039273785,0.23172020495335638,False
Gene_148,microglia,0.4375,0.19101123595505617,1.1956254425431012,0.0837030933934672,0.5507391851968964,False
Gene_149,microglia,0.125,0.21348314606741572,-0.7721941254167719,0.36559510481035695,-0.23763688954022907,False
Gene_150,microglia,0.1875,0.24719101123595505,-0.3987357262935136,0.5954641723038621,-0.14510708950993786,False
Gene_151,microglia,0.3125,0.16853932584269662,0.890770852426166,0.2683860766605511,0.341710569803274,False
Gene_152,microglia,0.25,0.16853932584269662,0.5688427594840104,0.500866144003106,0.20126517445326622,False
Gene_153,microglia,0.25,0.21348314606741572,0.22780586226358443,0.7641249495251485,0.0866252889109573,False
Gene_154,microglia,0.25,0.16853932584269662,0.5688427594840104,0.500866144003106,0.20126517445326625,False
Gene_155,microglia,0.0625,0.15730337078651685,-1.3316215464948595,0.2080481406752674,-0.3066538903884695,False
Gene_156,microglia,0.0625,0.21348314606741572,-1.7721941007774855,0.056367935987406824,-0.4486499244401343,False
Gene_157,microglia,0.125,0.21348314606741572,-0.7721941254167719,0.36559510481035695,-0.23763688954022907,False
Gene_158,microglia,0.3125,0.1797752808988764,0.7976614539034,0.30742020582149393,0.3118406435567555,False
Gene_159,microglia,0.0,0.20224719101123595,-26.575424759098897,8.717662717958285e-06,-0.7120689949163121,True
Gene_160,microglia,0.1875,0.30337078651685395,-0.6941915946889349,0.31202315441420847,-0.271724516191463,False
Gene_161,microglia,0.3125,0.15730337078651685,0.99030651934408,0.23299665927612093,0.37237510916189176,False
Gene_162,microglia,0.3125,0.1348314606741573,1.212698924357388,0.17273020705656295,0.43640185501856016,False
Gene_163,microglia,0.25,0.1348314606741573,0.8907708310261911,0.34010871085479916,0.2953272780442557,False
Gene_164,microglia,0.0625,0.2247191011235955,-1.8461946762487098,0.04220800880721226,-0.47545812933620407,True
Gene_165,microglia,0.1875,0.1797752808988764,0.06069586527022698,0.9440813063759237,0.019951794677969828,False
Gene_166,microglia,0.125,0.14606741573033707,-0.22470636908535296,0.8235527741738189,-0.061577112193135976,False
Gene_167,microglia,0.25,0.21348314606741572,0.22780586226358443,0.7641249495251488,0.08662528891095732,False
Gene_168,microglia,0.0,0.24719101123595505,-26.575424759098897,6.200634660047664e-07,-0.8103804155521329,True
Gene_169,microglia,0.0,0.15730337078651685,-26.575424759098897,0.00010883322621424321,-0.6110100926607787,True
Gene_170,microglia,0.0625,0.1797752808988764,-1.5242666077857647,0.127080407989956,-0.3653720294479661,False
Gene_171,microglia,0.1875,0.1797752808988764,0.06069586527022698,0.9440813063759237,0.019951794677969825,False
Gene_172,microglia,0.125,0.1348314606741573,-0.10922916119298103,0.9166676339522313,-0.02924508873889906,False
Gene_173,microglia,0.125,0.15730337078651685,-0.3316215646501236,0.7338683590908907,-0.09287832381259076,False
Gene_174,microglia,0.1875,0.21348314606741572,-0.1872316329087114,0.8152863715817897,-0.06493231908146108,False
Gene_175,microglia,0.125,0.1797752808988764,-0.5242666285346379,0.5687206808350406,-0.15285363832224197,False
Gene_176,microglia,0.0,0.21348314606741572,-26.575424759098897,4.556795421539891e-06,-0.7367883976130071,True
Gene_177,microglia,0.125,0.15730337078651685,-0.3316215646501236,0.7338683590908907,-0.09287832381259076,False
Gene_178,microglia,0.25,0.14606741573033707,0.7752936224854169,0.389591386247404,0.26304388438592363,False
Gene_179,microglia,0.1875,0.19101123595505617,-0.026766970394993223,0.9746464504588006,-0.008963920846342475,False
Gene_180,microglia,0.125,0.2696629213483146,-1.109229092131389,0.1507574894521934,-0.36964486084624293,False
Gene_181,microglia,0.125,0.19101123595505617,-0.61172946376759,0.49468153777100005,-0.18172404303006592,False
Gene_182,microglia,0.0,0.19101123595505617,-26.575424759098897,1.6554249921645154e-05,-0.6871842709362767,True
Gene_183,microglia,0.125,0.20224719101123595,-0.6941916184666851,0.426914106675604,-0.20996113649351442,False
Gene_184,microglia,0.125,0.20224719101123595,-0.6941916184666851,0.426914106675604,-0.20996113649351442,False
Gene_185,microglia,0.1875,0.15730337078651685,0.2533409300192776,0.7826866410477036,0.08000647347358955,False
Gene_186,microglia,0.25,0.16853932584269662,0.5688427594840104,0.500866144003106,0.20126517445326622,False
Gene_187,microglia,0.125,0.2247191011235955,-0.8461947021848008,0.3107188437559298,-0.2648157073352616,False
Gene_188,microglia,0.3125,0.2247191011235955,0.47573337714090647,0.4999199674957521,0.1990235182154473,False
Gene_189,microglia,0.1875,0.19101123595505617,-0.026766970394993223,0.9746464504588006,-0.008963920846342475,False
Gene_190,microglia,0.125,0.1797752808988764,-0.5242666285346379,0.5687206808350406,-0.15285363832224197,False
Gene_191,microglia,0.1875,0.16853932584269662,0.15380526344717813,0.8628959825631258,0.049581822775307934,False
Gene_192,microglia,0.1875,0.2247191011235955,-0.2612322101090084,0.73878426479213,-0.0921078419640552,False
Gene_193,microglia,0.1875,0.25842696629213485,-0.46286606031114663,0.5296620506596883,-0.1710235275928307,False
Gene_194,microglia,0.375,0.16853932584269662,1.1538052569631552,0.13285498066091422,0.47711306917483975,False
Gene_195,microglia,0.125,0.16853932584269662,-0.43115723078995494,0.6486499009497763,-0.12326896387668936,False
Gene_196,microglia,0.0625,0.20224719101123595,-1.694191595124203,0.07460676369653073,-0.4214139636467653,False
Gene_197,microglia,0.3125,0.20224719101123595,0.6277364624151879,0.3965292178944569,0.2542159296097293,False
Gene_198,microglia,0.1875,0.19101123595505617,-0.026766970394993223,0.9746464504588006,-0.008963920846342475,False
Gene_199,microglia,0.25,0.19101123595505617,0.3882705252095709,0.6268056842397642,0.14264441414865256,False
Gene_200,microglia,0.4375,0.1797752808988764,1.283088278702342,0.07113639797528111,0.5809933760957814,False
Gene_201,microglia,0.0625,0.19101123595505617,-1.6117294417219123,0.09783761278330064,-0.3936808653146387,False
Gene_202,microglia,0.125,0.1348314606741573,-0.10922916119298103,0.9166676339522313,-0.02924508873889906,False
Gene_203,microglia,0.125,0.1797752808988764,-0.5242666285346379,0.5687206808350406,-0.15285363832224197,False
Gene_204,microglia,0.0,0.19101123595505617,-26.575424759098897,1.6554249921645154e-05,-0.6871842709362767,True
Gene_205,microglia,0.3125,0.1348314606741573,1.212698924357388,0.17273020705656295,0.43640185501856016,False
Gene_206,microglia,0.4375,0.19101123595505617,1.1956254425431012,0.08370309339346715,0.5507391851968964,False
Gene_207,microglia,0.1875,0.14606741573033707,0.3602561260163164,0.7043284141156377,0.11131609848058979,False
Gene_208,microglia,0.25,0.14606741573033707,0.7752936224854169,0.389591386247404,0.26304388438592363,False
Gene_209,microglia,0.0625,0.20224719101123595,-1.694191595124203,0.07460676369653073,-0.4214139636467654,False
Gene_210,microglia,0.25,0.20224719101123595,0.30580836986207355,0.6942953682040428,0.11434014801800688,False
Gene_211,microglia,0.375,0.14606741573033707,1.3602561203968297,0.09667405261721623,0.5402699828354308,False
Gene_212,microglia,0.125,0.16853932584269662,-0.43115723078995494,0.6486499009497763,-0.12326896387668936,False
Gene_213,microglia,0.125,0.14606741573033707,-0.22470636908535296,0.8235527741738189,-0.061577112193135976,False
Gene_214,microglia,0.125,0.20224719101123595,-0.6941916184666851,0.42691410667560425,-0.2099611364935144,False
Gene_215,microglia,0.1875,0.21348314606741572,-0.1872316329087114,0.8152863715817897,-0.06493231908146108,False
Gene_216,microglia,0.0625,0.1797752808988764,-1.5242666077857647,0.127080407989956,-0.3653720294479661,False
Gene_217,microglia,0.3125,0.14606741573033707,1.0972217156869335,0.20115782895840803,0.4039105487629955,False
Gene_218,microglia,0.125,0.15730337078651685,-0.3316215646501236,0.7338683590908907,-0.09287832381259076,False
Gene_219,microglia,0.3125,0.16853932584269662,0.890770852426166,0.2683860766605511,0.341710569803274,False
Gene_220,microglia,0.125,0.1797752808988764,-0.5242666285346379,0.5687206808350406,-0.15285363832224197,False
Gene_221,microglia,0.0625,0.1797752808988764,-1.5242666077857647,0.127080407989956,-0.3653720294479661,False
Gene_222,microglia,0.0625,0.1797752808988764,-1.5242666077857647,0.127080407989956,-0.3653720294479661,False
Gene_223,microglia,0.3125,0.14606741573033707,1.0972217156869335,0.20115782895840803,0.4039105487629955,False
Gene_224,microglia,0.125,0.21348314606741572,-0.7721941254167719,0.36559510481035695,-0.23763688954022907,False
Gene_225,microglia,0.3125,0.14606741573033707,1.0972217156869335,0.20115782895840803,0.40391054876299554,False
Gene_226,microglia,0.25,0.14606741573033707,0.7752936224854169,0.389591386247404,0.26304388438592363,False
Gene_227,microglia,0.25,0.21348314606741572,0.22780586226358443,0.7641249495251485,0.0866252889109573,False
Gene_228,microglia,0.1875,0.20224719101123595,-0.10922912552635619,0.8941597963245533,-0.03723711557083004,False
Gene_229,microglia,0.125,0.11235955056179775,0.15380522064722899,0.8918476276216852,0.03909221108943077,False
Gene_230,microglia,0.125,0.23595505617977527,-0.9165840257222547,0.2621250674898071,-0.29155559499553757,False
Gene_231,microglia,0.0625,0.16853932584269662,-1.4311572113378863,0.16343690609557884,-0.3363976034430217,False
Gene_232,microglia,0.5,0.20224719101123595,1.3058083640264528,0.041673851552133,0.6565513063676294,True
Gene_233,microglia,0.1875,0.14606741573033707,0.3602561260163164,0.7043284141156377,0.11131609848058979,False
Gene_234,microglia,0.375,0.14606741573033707,1.3602561203968297,0.09667405261721623,0.5402699828354308,False
Gene_235,microglia,0.25,0.1797752808988764,0.47573336109092523,0.5621782972817049,0.1715975346031736,False
Gene_236,microglia,0.25,0.20224719101123595,0.30580836986207355,0.6942953682040428,0.11434014801800688,False
Gene_237,microglia,0.25,0.15730337078651685,0.6683784262722441,0.44324203039273785,0.23172020495335638,False
Gene_238,microglia,0.1875,0.20224719101123595,-0.10922912552635619,0.8941597963245534,-0.03723711557083004,False
Gene_239,microglia,0.1875,0.15730337078651685,0.2533409300192776,0.7826866410477035,0.08000647347358955,False
Gene_240,microglia,0.1875,0.2247191011235955,-0.2612322101090084,0.73878426479213,-0.0921078419640552,False
Gene_241,microglia,0.3125,0.14606741573033707,1.0972217156869335,0.20115782895840803,0.4039105487629955,False
Gene_242,microglia,0.25,0.15730337078651685,0.6683784262722441,0.443242030392738,0.23172020495335638,False
Gene_243,microglia,0.25,0.16853932584269662,0.5688427594840104,0.500866144003106,0.20126517445326625,False
Gene_244,microglia,0.1875,0.16853932584269662,0.15380526344717813,0.8628959825631258,0.049581822775307934,False
Gene_245,microglia,0.5625,0.2247191011235955,1.3237302790849959,0.02226562926513856,0.7368228162722622,True
Gene_246,microglia,0.125,0.21348314606741572,-0.7721941254167719,0.36559510481035695,-0.23763688954022907,False
Gene_247,microglia,0.25,0.21348314606741572,0.22780586226358443,0.7641249495251485,0.0866252889109573,False
Gene_248,microglia,0.375,0.15730337078651685,1.2533409239675228,0.11357396744897927,0.5082445294147021,False
Gene_249,microglia,0.125,0.24719101123595505,-0.9836982175047697,0.21952941240399984,-0.31790912084407746,False
Gene_250,microglia,0.3125,0.19101123595505617,0.7101986178923653,0.35014045782384984,0.2826965328097542,False
Gene_251,microglia,0.125,0.20224719101123595,-0.6941916184666851,0.426914106675604,-0.20996113649351442,False
Gene_252,microglia,0.25,0.21348314606741572,0.22780586226358443,0.7641249495251488,0.08662528891095732,False
Gene_253,microglia,0.125,0.14606741573033707,-0.22470636908535296,0.8235527741738189,-0.061577112193135976,False
Gene_254,microglia,0.125,0.21348314606741572,-0.7721941254167719,0.36559510481035695,-0.23763688954022907,False
Gene_255,microglia,0.125,0.1797752808988764,-0.5242666285346379,0.5687206808350406,-0.15285363832224197,False
Gene_256,microglia,0.125,0.14606741573033707,-0.22470636908535296,0.8235527741738189,-0.061577112193135976,False
Gene_257,microglia,0.25,0.1797752808988764,0.47573336109092523,0.5621782972817049,0.1715975346031736,False
Gene_258,microglia,0.25,0.21348314606741572,0.22780586226358443,0.7641249495251485,0.0866252889109573,False
Gene_259,microglia,0.375,0.19101123595505617,0.9732330222564474,0.17934968211983288,0.4172408306710257,False
Gene_260,microglia,0.125,0.19101123595505617,-0.61172946376759,0.49468153777100005,-0.18172404303006592,False
